,dates
18009,10/06/2021
18010,December 12 2024
18011,10/16/2021
18012,04/29/2022
18013,Apr 4th 2023
18014,May 18 2023
18015,09/09/2021
18016,Jan 16th 2020
18017,Nov 8th 2024
18018,09/11/2023
18019,12/01/2020
18020,Apr 4th 2020
18021,10/25/2024
18022,Nov 19th 2022
18023,08/17/2020
18024,Sep 14th 2022
18025,Jul 17th 2023
18026,August 5 2023
18027,August 22 2021
18028,June 14 2021
18029,04/12/2024
18030,15/05/2023
18031,January 13 2022
18032,02/17/2023
18033,09/10/2024
18034,March 7 2021
18035,May 4th 2021
18036,August 9 2024
18037,31/12/2022
18038,March 19 2021
18039,07/26/2023
18040,03/25/2023
18041,08/13/2023
18042,Jul 4th 2023
18043,February 2 2021
18044,05/23/2021
18045,February 21 2021
18046,13/05/2024
18047,Feb 3rd 2020
18048,25/10/2022
18049,May 19 2023
18050,06/29/2024
18051,Sep 30th 2020
18052,14/03/2021
18053,November 30 2024
18054,16/08/2022
18055,March 25 2021
18056,Dec 16th 2024
18057,17/10/2020
18058,09/11/2023
18059,11/05/2023
18060,September 20 2022
18061,25/02/2020
18062,Jun 19th 2022
18063,Nov 10th 2021
18064,09/11/2022
18065,June 13 2022
18066,07/21/2021
18067,Jun 19th 2023
18068,July 15 2020
18069,30/04/2024
18070,Oct 29th 2021
18071,July 28 2020
18072,09/09/2023
18073,Apr 19th 2022
18074,06/29/2022
18075,02/01/2022
18076,05/16/2020
18077,14/10/2024
18078,March 29 2020
18079,June 3 2020
18080,May 31st 2022
18081,17/08/2020
18082,04/10/2022
18083,November 26 2022
18084,04/30/2022
18085,February 8 2021
18086,Aug 21st 2023
18087,06/03/2023
18088,14/03/2022
18089,Dec 25th 2020
18090,Dec 24th 2020
18091,30/05/2020
18092,May 13th 2023
18093,October 1 2020
18094,21/03/2020
18095,Nov 24th 2022
18096,November 25 2021
18097,23/04/2022
18098,20/05/2020
18099,17/06/2023
18100,Oct 3rd 2022
18101,06/04/2023
18102,November 16 2020
18103,June 2 2023
18104,08/26/2022
18105,March 20 2023
18106,12/21/2021
18107,06/12/2023
18108,02/07/2022
18109,15/02/2024
18110,19/01/2021
18111,Feb 2nd 2022
18112,24/10/2024
18113,26/08/2020
18114,February 6 2021
18115,09/12/2022
18116,January 14 2023
18117,March 3 2021
18118,14/03/2022
18119,August 23 2024
18120,11/22/2023
18121,August 10 2021
18122,Apr 28th 2022
18123,January 31 2021
18124,June 29 2022
18125,08/02/2024
18126,Nov 4th 2023
18127,04/08/2022
18128,22/11/2020
18129,Aug 23rd 2024
18130,March 7 2021
18131,Dec 2nd 2022
18132,06/12/2023
18133,28/07/2023
18134,Jan 2nd 2020
18135,May 24 2024
18136,September 24 2020
18137,January 18 2021
18138,25/04/2022
18139,24/07/2022
18140,August 4 2024
18141,18/06/2023
18142,January 31 2024
18143,August 17 2024
18144,20/07/2021
18145,05/09/2023
18146,June 22 2023
18147,03/22/2023
18148,Apr 28th 2021
18149,September 3 2020
18150,August 21 2020
18151,05/04/2023
18152,January 16 2024
18153,30/11/2024
18154,Feb 9th 2024
18155,02/08/2021
18156,January 9 2022
18157,Jul 18th 2023
18158,Nov 19th 2023
18159,Nov 16th 2021
18160,August 10 2021
18161,November 20 2021
18162,June 27 2022
18163,Aug 16th 2024
18164,11/12/2022
18165,20/04/2023
18166,10/02/2020
18167,07/12/2024
18168,02/23/2022
18169,Feb 26th 2022
18170,May 28th 2023
18171,December 22 2024
18172,24/05/2020
18173,Aug 23rd 2023
18174,06/22/2022
18175,02/06/2021
18176,02/15/2020
18177,12/13/2024
18178,Jun 11th 2020
18179,12/16/2021
18180,18/05/2023
18181,August 2 2021
18182,15/07/2021
18183,September 5 2021
18184,04/07/2024
18185,30/06/2023
18186,October 4 2023
18187,May 4 2021
18188,Jan 17th 2021
18189,July 12 2023
18190,24/01/2020
18191,04/19/2022
18192,May 23 2022
18193,April 13 2023
18194,26/10/2020
18195,February 28 2022
18196,September 13 2024
18197,November 6 2024
18198,03/11/2020
18199,07/09/2023
18200,07/31/2022
18201,Nov 13th 2021
18202,Feb 28th 2023
18203,25/11/2023
18204,30/06/2022
18205,February 22 2022
18206,07/03/2020
18207,March 11 2024
18208,Nov 8th 2023
18209,December 13 2022
18210,Aug 29th 2023
18211,11/10/2023
18212,Jul 25th 2024
18213,Mar 24th 2022
18214,Nov 26th 2024
18215,January 7 2022
18216,Jun 14th 2022
18217,Jan 31st 2022
18218,13/09/2022
18219,04/06/2020
18220,04/16/2022
18221,08/01/2020
18222,31/12/2021
18223,Oct 31st 2021
18224,April 21 2023
18225,December 31 2024
18226,Jan 2nd 2021
18227,25/05/2020
18228,06/13/2022
18229,Dec 17th 2021
18230,Dec 16th 2021
18231,11/04/2020
18232,11/28/2022
18233,03/08/2022
18234,Feb 13th 2023
18235,12/22/2021
18236,14/03/2020
18237,Sep 3rd 2023
18238,03/04/2024
18239,06/03/2022
18240,Jan 16th 2023
18241,Dec 29th 2022
18242,09/18/2023
18243,08/28/2020
18244,07/01/2020
18245,03/05/2020
18246,03/25/2021
18247,07/20/2021
18248,20/01/2023
18249,11/12/2020
18250,Apr 2nd 2020
18251,Jul 2nd 2024
18252,08/08/2021
18253,07/30/2024
18254,September 28 2023
18255,March 18 2021
18256,04/06/2023
18257,June 8 2020
18258,June 30 2024
18259,Jun 19th 2020
18260,13/12/2021
18261,05/20/2024
18262,Jul 17th 2023
18263,November 9 2024
18264,10/26/2021
18265,January 21 2021
18266,September 9 2023
18267,Feb 27th 2023
18268,10/11/2021
18269,Apr 3rd 2022
18270,29/09/2021
18271,08/12/2024
18272,28/07/2023
18273,11/03/2023
18274,April 9 2024
18275,Feb 2nd 2022
18276,22/07/2021
18277,Oct 15th 2023
18278,12/06/2022
18279,February 2 2023
18280,August 4 2022
18281,February 2 2021
18282,26/04/2021
18283,02/10/2020
18284,05/25/2020
18285,21/08/2023
18286,21/07/2023
18287,03/13/2024
18288,Nov 25th 2023
18289,November 15 2024
18290,March 2 2022
18291,Oct 4th 2024
18292,Apr 21st 2021
18293,November 29 2022
18294,May 30th 2020
18295,30/05/2020
18296,02/13/2021
18297,12/11/2022
18298,18/04/2023
18299,02/16/2020
18300,Mar 1st 2023
18301,07/29/2021
18302,11/14/2024
18303,07/03/2024
18304,November 19 2021
18305,May 3rd 2020
18306,November 20 2024
18307,October 16 2024
18308,27/09/2023
18309,12/25/2023
18310,May 28 2022
18311,11/18/2023
18312,06/26/2020
18313,Apr 9th 2024
18314,August 13 2021
18315,Nov 25th 2024
18316,April 6 2022
18317,August 24 2024
18318,12/01/2020
18319,January 24 2021
18320,04/28/2023
18321,07/05/2022
18322,March 27 2021
18323,May 21 2022
18324,29/08/2022
18325,February 16 2020
18326,Mar 29th 2022
18327,October 13 2020
18328,02/11/2024
18329,12/16/2022
18330,03/02/2021
18331,Apr 3rd 2024
18332,September 16 2023
18333,10/01/2021
18334,June 17 2023
18335,Apr 20th 2023
18336,18/04/2022
18337,July 31 2020
18338,Nov 1st 2024
18339,11/04/2024
18340,October 18 2024
18341,06/07/2020
18342,January 16 2022
18343,Mar 21st 2020
18344,December 25 2021
18345,16/03/2024
18346,03/06/2023
18347,04/04/2023
18348,November 12 2022
18349,03/08/2024
18350,Jun 10th 2023
18351,April 6 2021
18352,Nov 30th 2024
18353,02/08/2021
18354,Mar 30th 2021
18355,10/05/2022
18356,12/29/2022
18357,01/08/2022
18358,06/05/2024
18359,05/04/2021
18360,11/03/2024
18361,December 20 2023
18362,June 18 2023
18363,August 26 2023
18364,Oct 4th 2024
18365,10/20/2020
18366,May 30th 2024
18367,11/05/2020
18368,29/10/2023
18369,02/09/2023
18370,04/28/2021
18371,Apr 19th 2024
18372,06/29/2022
18373,May 17th 2021
18374,April 14 2020
18375,Feb 18th 2022
18376,04/07/2022
18377,Jul 10th 2020
18378,02/28/2020
18379,07/05/2024
18380,Jul 25th 2020
18381,09/23/2020
18382,06/11/2020
18383,21/02/2024
18384,10/17/2023
18385,April 3 2024
18386,02/06/2024
18387,September 8 2020
18388,08/14/2020
18389,05/15/2023
18390,Aug 3rd 2020
18391,27/04/2022
18392,Aug 19th 2021
18393,Apr 6th 2023
18394,May 4th 2023
18395,Nov 20th 2020
18396,Apr 9th 2020
18397,November 20 2021
18398,Jul 14th 2020
18399,12/07/2022
18400,January 24 2021
18401,September 23 2022
18402,10/23/2024
18403,Apr 18th 2021
18404,Feb 19th 2021
18405,08/11/2022
18406,11/03/2021
18407,18/05/2021
18408,Mar 28th 2021
18409,Apr 24th 2021
18410,Nov 22nd 2022
18411,Sep 9th 2024
18412,09/07/2024
18413,04/08/2021
18414,23/07/2023
18415,08/21/2022
18416,08/09/2020
18417,March 29 2023
18418,01/13/2021
18419,12/03/2024
18420,Jul 28th 2024
18421,11/26/2020
18422,Mar 15th 2021
18423,Dec 14th 2021
18424,Jan 26th 2023
18425,14/11/2020
18426,Aug 11th 2020
18427,Sep 22nd 2021
18428,20/01/2023
18429,July 4 2020
18430,07/04/2022
18431,September 30 2020
18432,12/05/2020
18433,04/07/2024
18434,26/01/2024
18435,Nov 4th 2020
18436,15/02/2020
18437,Sep 4th 2022
18438,28/02/2020
18439,Nov 15th 2021
18440,Dec 8th 2023
18441,Nov 20th 2021
18442,December 26 2022
18443,14/02/2023
18444,11/11/2023
18445,09/05/2024
18446,30/10/2023
18447,May 2 2024
18448,06/07/2024
18449,08/20/2021
18450,08/24/2020
18451,28/02/2021
18452,15/12/2020
18453,06/06/2020
18454,Jan 7th 2023
18455,June 11 2024
18456,25/11/2023
18457,10/17/2023
18458,12/01/2022
18459,Dec 17th 2024
18460,04/29/2024
18461,12/09/2023
18462,December 17 2024
18463,01/26/2020
18464,Oct 17th 2021
18465,03/27/2022
18466,May 28th 2023
18467,Sep 25th 2020
18468,January 27 2022
18469,Nov 9th 2023
18470,02/22/2024
18471,March 19 2020
18472,Mar 6th 2020
18473,05/23/2020
18474,11/14/2023
18475,12/09/2022
18476,August 27 2022
18477,07/02/2020
18478,August 27 2021
18479,19/12/2021
18480,03/26/2024
18481,December 25 2022
18482,Jan 7th 2024
18483,09/17/2020
18484,January 1 2023
18485,October 18 2022
18486,22/03/2024
18487,17/02/2022
18488,Oct 2nd 2022
18489,30/10/2024
18490,04/20/2023
18491,01/01/2023
18492,19/03/2024
18493,May 28th 2022
18494,Aug 17th 2022
18495,12/10/2020
18496,26/05/2022
18497,September 3 2021
18498,July 11 2020
18499,07/08/2020
18500,05/11/2023
18501,Oct 24th 2023
18502,February 9 2021
18503,12/02/2024
18504,March 23 2022
18505,27/10/2024
18506,June 6 2021
18507,30/11/2021
18508,04/09/2023
18509,Dec 10th 2024
18510,Sep 9th 2024
18511,February 8 2023
18512,28/02/2022
18513,Jan 16th 2022
18514,August 3 2020
18515,08/10/2024
18516,May 27th 2024
18517,30/05/2020
18518,23/07/2020
18519,July 12 2024
18520,Jun 28th 2023
18521,18/12/2020
18522,11/17/2024
18523,04/06/2021
18524,05/04/2021
18525,11/02/2020
18526,October 12 2020
18527,10/24/2023
18528,Jun 2nd 2020
18529,Jul 1st 2020
18530,Aug 10th 2023
18531,December 15 2024
18532,January 25 2023
18533,11/14/2024
18534,16/02/2024
18535,05/11/2021
18536,03/10/2021
18537,October 1 2020
18538,Dec 14th 2023
18539,Sep 25th 2022
18540,20/09/2022
18541,Sep 22nd 2022
18542,07/03/2023
18543,04/12/2020
18544,11/02/2022
18545,Jul 16th 2021
18546,Jun 14th 2024
18547,01/01/2023
18548,09/18/2021
18549,25/08/2021
18550,31/08/2021
18551,January 4 2024
18552,Apr 15th 2024
18553,Oct 10th 2024
18554,02/23/2023
18555,Mar 1st 2021
18556,07/15/2020
18557,02/07/2024
18558,December 24 2023
18559,Sep 3rd 2022
18560,06/01/2024
18561,July 7 2021
18562,Jul 9th 2023
18563,03/14/2020
18564,Apr 30th 2020
18565,Aug 2nd 2022
18566,Jul 8th 2021
18567,November 11 2023
18568,April 14 2020
18569,04/15/2022
18570,Oct 9th 2021
18571,April 3 2020
18572,December 22 2021
18573,24/06/2020
18574,27/02/2021
18575,August 9 2020
18576,24/12/2022
18577,October 16 2024
18578,August 13 2024
18579,February 26 2022
18580,Aug 20th 2020
18581,August 13 2021
18582,28/03/2021
18583,19/09/2020
18584,02/19/2022
18585,04/06/2023
18586,April 25 2020
18587,January 25 2020
18588,Oct 22nd 2023
18589,22/07/2021
18590,08/06/2021
18591,03/22/2020
18592,Apr 22nd 2020
18593,Jun 16th 2022
18594,10/26/2024
18595,August 5 2020
18596,11/19/2023
18597,17/12/2024
18598,08/06/2022
18599,02/18/2022
18600,11/08/2024
18601,09/19/2024
18602,Jun 5th 2020
18603,09/26/2020
18604,May 26 2020
18605,05/02/2023
18606,Oct 25th 2024
18607,May 31st 2020
18608,31/07/2022
18609,13/02/2024
18610,July 7 2023
18611,June 4 2021
18612,20/09/2024
18613,Sep 15th 2024
18614,08/09/2021
18615,19/08/2020
18616,10/24/2020
18617,February 9 2023
18618,04/28/2023
18619,04/06/2020
18620,06/07/2023
18621,Jul 17th 2024
18622,July 24 2024
18623,15/06/2021
18624,04/04/2020
18625,September 3 2020
18626,13/09/2020
18627,10/10/2024
18628,Jun 27th 2024
18629,Mar 10th 2022
18630,22/01/2022
18631,March 12 2021
18632,22/04/2021
18633,06/25/2023
18634,February 29 2020
18635,04/24/2022
18636,11/11/2023
18637,02/09/2023
18638,23/03/2022
18639,Jun 8th 2022
18640,11/20/2022
18641,02/02/2023
18642,02/09/2020
18643,04/11/2021
18644,04/09/2021
18645,Apr 3rd 2023
18646,03/10/2023
18647,November 29 2022
18648,February 23 2020
18649,May 11th 2021
18650,Mar 28th 2020
18651,January 16 2024
18652,07/07/2022
18653,01/15/2020
18654,Mar 7th 2023
18655,07/21/2024
18656,10/07/2024
18657,Dec 6th 2021
18658,Jan 5th 2020
18659,Jan 17th 2021
18660,July 2 2024
18661,February 7 2021
18662,22/02/2024
18663,May 2nd 2024
18664,24/10/2021
18665,Dec 21st 2023
18666,22/06/2023
18667,May 5 2021
18668,06/13/2022
18669,Jul 30th 2023
18670,08/11/2021
18671,January 3 2020
18672,03/12/2021
18673,Jan 21st 2020
18674,01/05/2023
18675,September 29 2020
18676,17/05/2021
18677,May 3 2020
18678,Sep 2nd 2022
18679,August 9 2024
18680,01/04/2024
18681,August 23 2020
18682,10/01/2021
18683,08/28/2022
18684,09/15/2021
18685,08/18/2023
18686,06/18/2020
18687,09/08/2023
18688,May 11 2022
18689,Dec 17th 2022
18690,29/03/2021
18691,May 27th 2023
18692,Oct 24th 2020
18693,07/27/2020
18694,Oct 2nd 2024
18695,April 6 2021
18696,12/20/2021
18697,November 18 2020
18698,Oct 18th 2022
18699,Feb 22nd 2020
18700,10/09/2021
18701,June 21 2024
18702,Dec 13th 2021
18703,Mar 28th 2022
18704,26/10/2020
18705,20/07/2023
18706,06/15/2021
18707,07/08/2020
18708,03/31/2024
18709,16/07/2024
18710,27/12/2021
18711,September 9 2024
18712,February 8 2021
18713,Apr 30th 2024
18714,February 12 2020
18715,October 5 2020
18716,Sep 14th 2020
18717,January 24 2020
18718,21/12/2021
18719,07/09/2020
18720,May 20 2021
18721,February 9 2023
18722,August 4 2023
18723,06/14/2023
18724,02/19/2023
18725,06/16/2024
18726,08/10/2023
18727,20/05/2023
18728,June 21 2020
18729,Oct 28th 2023
18730,02/01/2021
18731,16/12/2021
18732,10/03/2020
18733,14/06/2023
18734,March 4 2021
18735,13/12/2024
18736,09/09/2024
18737,November 27 2023
18738,30/09/2022
18739,09/17/2022
18740,23/12/2020
18741,01/06/2020
18742,December 30 2023
18743,September 26 2024
18744,Feb 18th 2023
18745,Jul 28th 2023
18746,June 30 2022
18747,April 21 2022
18748,September 5 2022
18749,10/03/2022
18750,14/08/2021
18751,08/20/2023
18752,26/02/2020
18753,08/27/2022
18754,28/09/2021
18755,11/25/2020
18756,Jan 12th 2022
18757,18/04/2021
18758,April 5 2022
18759,September 20 2020
18760,07/12/2023
18761,March 15 2022
18762,September 28 2021
18763,30/03/2021
18764,05/23/2024
18765,Aug 30th 2023
18766,September 6 2022
18767,Apr 23rd 2020
18768,February 23 2022
18769,02/24/2023
18770,December 15 2024
18771,December 16 2023
18772,Jun 23rd 2024
18773,11/03/2021
18774,02/06/2022
18775,03/05/2021
18776,September 23 2023
18777,06/12/2022
18778,02/27/2022
18779,April 5 2020
18780,30/12/2024
18781,09/26/2021
18782,April 21 2020
18783,12/04/2021
18784,03/02/2020
18785,May 8 2021
18786,February 20 2021
18787,October 10 2020
18788,16/12/2020
18789,Apr 7th 2022
18790,October 22 2024
18791,June 22 2023
18792,July 3 2022
18793,May 12 2021
18794,09/05/2023
18795,09/10/2022
18796,02/02/2020
18797,10/30/2022
18798,January 1 2022
18799,06/01/2023
18800,04/10/2021
18801,03/19/2024
18802,April 13 2020
18803,Mar 24th 2020
18804,March 2 2023
18805,November 20 2021
18806,27/05/2021
18807,Mar 31st 2024
18808,10/07/2021
18809,25/07/2021
18810,Feb 27th 2023
18811,17/10/2023
18812,11/26/2024
18813,Oct 29th 2021
18814,June 28 2022
18815,Mar 23rd 2022
18816,October 29 2022
18817,February 8 2023
18818,April 26 2021
18819,November 20 2020
18820,11/10/2020
18821,Jan 4th 2024
18822,September 26 2021
18823,15/01/2024
18824,Feb 7th 2022
18825,06/17/2024
18826,01/26/2022
18827,23/10/2020
18828,April 3 2023
18829,Feb 9th 2024
18830,October 1 2022
18831,October 25 2020
18832,Oct 22nd 2020
18833,Jun 15th 2020
18834,Apr 15th 2023
18835,04/26/2021
18836,27/02/2023
18837,07/09/2023
18838,Dec 18th 2023
18839,05/10/2024
18840,12/06/2024
18841,Jun 25th 2020
18842,27/09/2021
18843,08/14/2021
18844,25/10/2024
18845,Oct 12th 2024
18846,01/12/2022
18847,Jul 23rd 2021
18848,06/09/2021
18849,Jun 13th 2021
18850,Mar 18th 2020
18851,November 7 2023
18852,Aug 25th 2022
18853,May 23 2021
18854,December 9 2024
18855,January 31 2022
18856,08/10/2023
18857,Apr 10th 2021
18858,May 26th 2024
18859,27/01/2021
18860,11/01/2023
18861,Feb 16th 2021
18862,03/07/2023
18863,09/07/2022
18864,December 4 2022
18865,02/22/2024
18866,03/05/2021
18867,Jun 28th 2020
18868,01/09/2022
18869,02/07/2021
18870,28/09/2022
18871,Feb 3rd 2020
18872,Oct 23rd 2022
18873,16/03/2023
18874,August 5 2023
18875,Mar 9th 2021
18876,November 11 2023
18877,Oct 23rd 2023
18878,Apr 5th 2024
18879,March 25 2022
18880,03/04/2021
18881,19/03/2020
18882,05/27/2023
18883,Apr 5th 2022
18884,22/10/2024
18885,30/11/2024
18886,Jun 23rd 2020
18887,Mar 29th 2024
18888,October 13 2022
18889,04/01/2022
18890,26/09/2022
18891,November 18 2020
18892,04/05/2020
18893,14/05/2022
18894,September 14 2020
18895,Jan 8th 2020
18896,Apr 2nd 2023
18897,April 27 2024
18898,March 11 2024
18899,Aug 18th 2022
18900,Dec 14th 2024
18901,10/25/2023
18902,Feb 20th 2020
18903,12/22/2021
18904,08/07/2024
18905,05/26/2020
18906,03/12/2022
18907,July 27 2022
18908,22/10/2020
18909,10/29/2021
18910,January 20 2022
18911,Jun 25th 2020
18912,23/05/2020
18913,Jan 6th 2021
18914,Oct 11th 2021
18915,Feb 4th 2023
18916,05/27/2020
18917,Mar 14th 2024
18918,Apr 25th 2020
18919,24/07/2021
18920,30/07/2024
18921,August 27 2022
18922,Apr 13th 2024
18923,08/09/2023
18924,23/01/2023
18925,Aug 16th 2021
18926,06/07/2020
18927,11/09/2020
18928,20/04/2021
18929,November 14 2022
18930,24/05/2023
18931,March 6 2024
18932,Jul 28th 2020
18933,08/16/2020
18934,February 13 2020
18935,22/12/2023
18936,29/01/2022
18937,May 25th 2023
18938,19/12/2021
18939,Jun 7th 2020
18940,February 13 2021
18941,07/05/2020
18942,March 14 2022
18943,05/29/2024
18944,06/01/2023
18945,September 5 2023
18946,September 11 2021
18947,June 2 2023
18948,03/31/2022
18949,09/10/2022
18950,07/09/2021
18951,October 16 2021
18952,20/01/2024
18953,Nov 13th 2024
18954,02/22/2021
18955,27/08/2020
18956,Apr 19th 2022
18957,05/02/2020
18958,Jun 23rd 2022
18959,Jan 12th 2024
18960,May 11 2020
18961,18/03/2021
18962,August 22 2024
18963,May 1st 2021
18964,Dec 20th 2024
18965,03/24/2022
18966,September 19 2021
18967,12/29/2021
18968,25/12/2023
18969,09/13/2023
18970,April 15 2022
18971,December 21 2024
18972,July 31 2020
18973,04/02/2022
18974,30/11/2020
18975,07/06/2021
18976,11/21/2022
18977,05/11/2024
18978,02/07/2022
18979,January 1 2021
18980,April 15 2020
18981,20/03/2020
18982,15/12/2022
18983,12/23/2023
18984,12/19/2024
18985,27/08/2020
18986,August 29 2023
18987,October 13 2024
18988,11/24/2024
18989,21/09/2024
18990,September 2 2024
18991,01/07/2021
18992,Dec 9th 2023
18993,January 29 2021
18994,Feb 24th 2021
18995,May 2 2021
18996,26/01/2022
18997,15/05/2020
18998,13/01/2022
18999,Dec 9th 2022
19000,25/03/2024
19001,Jul 14th 2024
19002,July 28 2022
19003,10/12/2020
19004,06/08/2024
19005,22/02/2024
19006,29/08/2024
19007,Apr 9th 2020
19008,09/28/2021
19009,September 25 2020
19010,27/03/2023
19011,10/27/2023
19012,02/27/2020
19013,10/19/2024
19014,08/30/2023
19015,March 10 2020
19016,Jan 5th 2023
19017,February 25 2022
19018,04/10/2023
19019,12/18/2022
19020,July 20 2020
19021,Apr 24th 2023
19022,Nov 25th 2024
19023,11/18/2021
19024,29/12/2023
19025,September 2 2020
19026,Dec 5th 2020
19027,Jan 27th 2023
19028,08/10/2023
19029,10/02/2020
19030,09/18/2024
19031,Aug 14th 2021
19032,May 9th 2021
19033,May 2 2023
19034,February 26 2023
19035,April 6 2023
19036,November 20 2020
19037,October 24 2020
19038,Dec 1st 2021
19039,June 17 2020
19040,04/08/2023
19041,June 20 2024
19042,Oct 22nd 2022
19043,December 26 2021
19044,18/11/2022
19045,12/22/2023
19046,Sep 23rd 2021
19047,Nov 17th 2024
19048,April 19 2022
19049,December 25 2020
19050,Aug 19th 2020
19051,04/01/2020
19052,05/03/2020
19053,03/05/2024
19054,March 25 2020
19055,January 5 2021
19056,Dec 22nd 2020
19057,Aug 11th 2020
19058,May 3rd 2021
19059,November 6 2022
19060,June 10 2021
19061,April 25 2020
19062,November 24 2023
19063,09/23/2021
19064,10/31/2021
19065,28/05/2022
19066,December 23 2020
19067,20/04/2024
19068,Oct 22nd 2021
19069,Jul 18th 2023
19070,March 2 2022
19071,June 8 2022
19072,Apr 11th 2024
19073,16/04/2024
19074,Mar 8th 2021
19075,Apr 18th 2020
19076,June 10 2021
19077,06/14/2023
19078,March 25 2022
19079,July 21 2024
19080,January 29 2023
19081,December 6 2021
19082,May 12th 2020
19083,09/08/2020
19084,January 14 2021
19085,Jul 23rd 2021
19086,02/13/2022
19087,March 10 2023
19088,June 21 2022
19089,02/12/2021
19090,Jul 26th 2023
19091,September 26 2020
19092,21/12/2023
19093,06/19/2024
19094,28/11/2022
19095,July 3 2024
19096,01/01/2022
19097,Nov 8th 2024
19098,12/02/2023
19099,06/07/2022
19100,10/01/2020
19101,11/26/2021
19102,June 10 2023
19103,02/04/2021
19104,Dec 7th 2021
19105,Feb 25th 2021
19106,July 2 2022
19107,29/04/2022
19108,29/07/2021
19109,Aug 20th 2020
19110,December 21 2023
19111,22/11/2021
19112,July 2 2020
19113,26/01/2022
19114,29/03/2022
19115,July 23 2021
